,İlan Numarası,İlan Oluşturma Tarihi,İlan Güncelleme Tarihi,Türü,Kategorisi,Tipi,Net Metrekare,Brüt Metrekare,Oda Sayısı,Binanın Yaşı,Bulunduğu Kat,Binanın Kat Sayısı,Isıtma Tipi,Kullanım Durumu,Yapı Durumu,Yapı Tipi,Aidat,Tapu Durumu,Site İçerisinde,Depozito,Takas,Banyo Sayısı,Balkon Durumu,WC Sayısı,Fiyat Durumu,Price,Location,link,Eşya Durumu,Ada,Parsel,Balkon Sayısı,Balkon Tipi,Görüntülü Gezilebilir mi?,Banyo Metrekare,Balkon Metrekare,Salon Metrekare,WC Metrekare
657,17245879,29 Nisan 2025,30 Nisan 2025,Konut,Kiralık,Daire,90 m²,100 m²,2+1,11-15,1.Kat,4,Kombi Doğalgaz,Boş,,,,Kat İrtifakı,Hayır,,Yok,1,,,Genel Fiyat,25.000TL, Kağıthane - Hürriyet Mahallesi,https://www.emlakjet.com//ilan/kagithane-cadde-uzeri-21-genis-daire-metro-caglayan-10-dk-17245879/,Boş,,,,,,,,,
658,17245873,29 Nisan 2025,30 Nisan 2025,Konut,Kiralık,Daire,25 m²,30 m²,Stüdyo,2,Yüksek Giriş,6,Kombi Doğalgaz,Boş,,,,Kat İrtifakı,Hayır,,Yok,1,,,Genel Fiyat,18.500TL, Şişli - Fulya Mahallesi,https://www.emlakjet.com//ilan/para-dn-full-yeni-esyali-cevahir-avm-10-dk-10-genis-daire-17245873/,Eşyalı,,,,,,,,,
659,17245872,29 Nisan 2025,30 Nisan 2025,Konut,Kiralık,Daire,85 m²,90 m²,2+1,21 Ve Üzeri,3.Kat,3,Kombi Doğalgaz,Boş,,,,Kat İrtifakı,Hayır,,Yok,1,,,Genel Fiyat,28.000TL, Şişli - İnönü Mahallesi,https://www.emlakjet.com//ilan/osmanbeyde-caddeye-yakin-21-full-esyali-buyuk-genis-daire-17245872/,Eşyalı,,,,,,,,,
660,17245869,29 Nisan 2025,30 Nisan 2025,Konut,Kiralık,Daire,90 m²,100 m²,2+1,5-10,Yüksek Giriş,4,Kombi Doğalgaz,Boş,,,,Kat İrtifakı,Hayır,,Yok,1,,,Genel Fiyat,30.000TL, Şişli - 19 Mayıs Mahallesi,https://www.emlakjet.com//ilan/cevahir-avm-ne-10-dk-yurume-mesafesinde-21-metro-metrobus-15dk-17245869/,Eşyalı,,,,,,,,,
661,17245824,29 Nisan 2025,29 Nisan 2025,Konut,Kiralık,Daire,50 m²,60 m²,1 Oda,0 (Yeni),2.Kat,8,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Evet,,,1,,,Genel Fiyat,30.000TL, Eyüpsultan - Çırçır Mahallesi,https://www.emlakjet.com//ilan/epa-emre-koc-tan-yeni-eyup-evlerinde-kiralik-11-daire-17245824/,,768,27,,,,,,,
662,17245690,29 Nisan 2025,02 Mayıs 2025,Konut,Kiralık,Daire,95 m²,110 m²,3+1,21 Ve Üzeri,5.Kat,5,Kombi Doğalgaz,Mülk Sahibi Oturuyor,,,,Kat Mülkiyeti,Evet,,,1,,,Genel Fiyat,79.000TL, Beşiktaş - Kültür Mahallesi,https://www.emlakjet.com//ilan/kiralik-ulus-gazete-muhabirleri-sitesi-nde-31-daire-17245690/,,1705,15,,,,,,,
663,17245682,29 Nisan 2025,01 Mayıs 2025,Konut,Kiralık,Daire,190 m²,220 m²,3+2,4,4.Kat,4,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Hayır,,,2,,,Genel Fiyat,95.000TL, Maltepe - Altıntepe Mahallesi,https://www.emlakjet.com//ilan/altintepe-de-leb-i-derya-deniz-manzarali-terasli-32-17245682/,,15198,17,,,,,,,
664,17245621,29 Nisan 2025,29 Nisan 2025,Konut,Kiralık,Daire,60 m²,65 m²,1+1,5-10,2.Kat,4,Kombi Doğalgaz,Boş,İkinci El,Betonarme,150 TL,Bilinmiyor,Hayır,,Yok,1,,,Genel Fiyat,26.000TL, Şişli - Mecidiyeköy Mahallesi,https://www.emlakjet.com//ilan/goktun-dan-11-arakat-yeni-bina-full-sifir-esyali-17245621/,Eşyalı,,,,,,,,,
665,17245588,29 Nisan 2025,29 Nisan 2025,Konut,Kiralık,Daire,80 m²,85 m²,2+1,5-10,Çatı Katı,4,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Hayır,,Yok,1,,,Genel Fiyat,13.000TL, Başakşehir - Güvercintepe Mahallesi,https://www.emlakjet.com//ilan/kiralik-21-cati-kati-meydanda-17245588/,Boş,,,,,,,,,
666,17245556,29 Nisan 2025,29 Nisan 2025,Konut,Kiralık,Daire,75 m²,80 m²,2+1,16-20,5.Kat,6,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Evet,,Yok,1,,,Genel Fiyat,25.000TL, Pendik - Velibaba Mahallesi,https://www.emlakjet.com//ilan/rookz-doruk-tan-yunus-emre-sitesinde-sakin-orman-manzarali-daire-17245556/,Boş,,,,,,,,,
667,17245555,29 Nisan 2025,29 Nisan 2025,Konut,Kiralık,Daire,125 m²,165 m²,2+1,0 (Yeni),6.Kat,30,Merkezi (Pay Ölçer),Boş,,,,Kat Mülkiyeti,Evet,,Yok,2,,,Genel Fiyat,37.500TL, Kartal - Hürriyet Mahallesi,https://www.emlakjet.com//ilan/rookz-doruk-tan-kartal-nexus-tower-da-sadece-1-yillik-kiralik-17245555/,Boş,,,,,,,,,
668,17245552,29 Nisan 2025,29 Nisan 2025,Konut,Kiralık,Daire,82 m²,98 m²,2.5+1,16-20,Bahçe Katı,5,Kombi Doğalgaz,Mülk Sahibi Oturuyor,,,,Kat İrtifakı,Evet,,Yok,1,,,Genel Fiyat,34.000TL, Pendik - Yayalar Mahallesi,https://www.emlakjet.com//ilan/rookz-doruk-site-ici-bahceli-havuzlu-metro-dibi-21-kiralik-17245552/,Boş,,,,,,,,,
669,17245551,29 Nisan 2025,29 Nisan 2025,Konut,Kiralık,Daire,95 m²,110 m²,2+1,21 Ve Üzeri,2.Kat,5,Kombi Doğalgaz,Boş,,,,Kat İrtifakı,Hayır,,Yok,1,,,Genel Fiyat,17.500TL, Sultanbeyli - Mecidiye Mahallesi,https://www.emlakjet.com//ilan/rookz-doruk-dan-fatih-bulvari-meydanina-3dk-cok-genis-21-17245551/,Boş,,,,,,,,,
670,17245416,29 Nisan 2025,29 Nisan 2025,Konut,Kiralık,Daire,110 m²,130 m²,3+1,11-15,2.Kat,3,Kombi Doğalgaz,Boş,,,,Arsa Tapulu,Hayır,,,1,,,Genel Fiyat,22.000TL, Sancaktepe - Safa Mahallesi,https://www.emlakjet.com//ilan/kiralik-130-m2-31-ara-kat-safa-mahallesi-17245416/,,679,8,,,,,,,
671,17245137,29 Nisan 2025,29 Nisan 2025,Konut,Kiralık,Daire,130 m²,150 m²,2+1,21 Ve Üzeri,2.Kat,3,Kombi Doğalgaz,Boş,,,,Arsa Tapulu,Hayır,,Yok,1,,,Genel Fiyat,33.000TL, Bahçelievler - Yenibosna Merkez Mahallesi,https://www.emlakjet.com//ilan/premar-dan-yenibosna-merkez-de-kiralik-21-genis-daire-17245137/,Boş,,,,,,,,,
672,17245134,29 Nisan 2025,29 Nisan 2025,Konut,Kiralık,Daire,65 m²,75 m²,1+1,16-20,Düz Giriş (Zemin),5,Kombi Doğalgaz,Boş,,,,Hisseli Tapu,Hayır,,Yok,1,,,Genel Fiyat,16.000TL, Bahçelievler - Yenibosna Merkez Mahallesi,https://www.emlakjet.com//ilan/premar-dan-yenibosna-merkez-besyol-mevkii-kiralik-11-daire-17245134/,Boş,,,,,,,,,
673,17245133,29 Nisan 2025,29 Nisan 2025,Konut,Kiralık,Daire,135 m²,140 m²,3+1,21 Ve Üzeri,3.Kat,3,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Hayır,,Yok,1,,,Genel Fiyat,32.000TL, Bahçelievler - Yenibosna Merkez Mahallesi,https://www.emlakjet.com//ilan/premar-dan-yenibosna-besyol-da-kiralik-31-daire-masrafsiz-3-kat-17245133/,Boş,,,,,,,,,
674,17245029,29 Nisan 2025,29 Nisan 2025,Konut,Kiralık,Daire,110 m²,130 m²,2+1,4,2.Kat,4,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Hayır,,Yok,1,,,Genel Fiyat,25.000TL, Sancaktepe - Yenidoğan Mahallesi,https://www.emlakjet.com//ilan/kiralik-daire-31-arakat-carsida-asansorlu-otoparkli-17245029/,Boş,,,,,,,,,
675,17245027,29 Nisan 2025,29 Nisan 2025,Konut,Kiralık,Daire,100 m²,120 m²,1 Oda,11-15,Düz Giriş (Zemin),6,Isıtma Yok,Boş,,,,Kat Mülkiyeti,Hayır,70000 TL,,1,Yok,,Genel Fiyat,37.000TL, Sultangazi - 75. Yıl Mahallesi,https://www.emlakjet.com//ilan/sultangazi-75-mahallesinde-kiralik-dukkan-17245027/,,628,2,,,,,,,
676,17245022,29 Nisan 2025,29 Nisan 2025,Konut,Kiralık,Daire,85 m²,100 m²,2+1,5-10,2.Kat,4,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Hayır,,Yok,1,,,Genel Fiyat,22.000TL, Ümraniye - Esenkent Mahallesi,https://www.emlakjet.com//ilan/kiralik-daire-21-arakat-balkonlu-pazar-market-yakini-17245022/,Boş,,,,,,,,,
677,17245021,29 Nisan 2025,29 Nisan 2025,Konut,Kiralık,Daire,70 m²,90 m²,1+1,16-20,Düz Giriş (Zemin),4,Kombi Doğalgaz,Boş,,,,Kat İrtifakı,Hayır,,Yok,1,,,Genel Fiyat,13.000TL, Ümraniye - Esenkent Mahallesi,https://www.emlakjet.com//ilan/kiralik-daire-11-giris-kat-genis-kullanisli-bahce-kullanimli-17245021/,Boş,,,,,,,,,
678,17245008,29 Nisan 2025,29 Nisan 2025,Konut,Kiralık,Daire,90 m²,100 m²,2+1,21 Ve Üzeri,2.Kat,4,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Hayır,,Yok,1,,,Genel Fiyat,25.000TL, Fatih - Topkapı Mahallesi,https://www.emlakjet.com//ilan/fatih-tramvaya-yakin-21-esyali-kiralik-daire-17245008/,Eşyalı,,,,,,,,,
679,17245006,29 Nisan 2025,29 Nisan 2025,Konut,Kiralık,Daire,120 m²,140 m²,3.5+1,21 Ve Üzeri,3.Kat,3,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Hayır,,Yok,2,,,Genel Fiyat,55.000TL, Beşiktaş - Mecidiye Mahallesi,https://www.emlakjet.com//ilan/ortakoy-sahile-yakin-31-terasli-kiralik-dubleks-17245006/,Boş,,,,,,,,,
680,17244907,29 Nisan 2025,29 Nisan 2025,Konut,Kiralık,Daire,70 m²,90 m²,2+1,21 Ve Üzeri,2.Kat,3,Kombi Doğalgaz,Boş,,,,Arsa Tapulu,Hayır,15000 TL,,1,,,Genel Fiyat,15.000TL, Kartal - Gümüşpınar Mahallesi,https://www.emlakjet.com//ilan/soganlik-gumus-pinarda-kiralik-21-daire-17244907/,,10880,4,,,,,,,
681,17244901,29 Nisan 2025,29 Nisan 2025,Konut,Kiralık,Daire,90 m²,100 m²,2+1,21 Ve Üzeri,1.Kat,4,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Hayır,,Yok,1,,,Genel Fiyat,25.000TL, Ataşehir - İçerenköy Mahallesi,https://www.emlakjet.com//ilan/merkezi-konumda-e-5-metroya-yakin-balkonlu-genis-21-17244901/,Boş,,,,,,,,,
682,17244897,29 Nisan 2025,04 Mayıs 2025,Konut,Kiralık,Daire,100 m²,110 m²,2+1,5-10,2.Kat,3,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Hayır,,,2,,,Genel Fiyat,20.000TL, Esenyurt - Mehterçeşme Mahallesi,https://www.emlakjet.com//ilan/metrobuse-yakin-esenyurt-mehtercesme-mah-21-kiralik-daire-17244897/,,293,5,,,,,,,
683,17244888,29 Nisan 2025,29 Nisan 2025,Konut,Kiralık,Daire,90 m²,100 m²,2+1,21 Ve Üzeri,2.Kat,14,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Evet,,Yok,1,,,Genel Fiyat,29.000TL, Ataşehir - İçerenköy Mahallesi,https://www.emlakjet.com//ilan/asia-emlaktan-caner-sitesinde-metroya-yakin-balkonlu-21-17244888/,Boş,,,,,,,,,
684,17244880,29 Nisan 2025,29 Nisan 2025,Konut,Kiralık,Daire,90 m²,100 m²,2+1,11-15,1.Kat,6,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Hayır,35000 TL,,1,Var,2,Genel Fiyat,30.000TL, Sultangazi - Yunus Emre Mahallesi,https://www.emlakjet.com//ilan/sultangazi-yunusemre-mahallesinde-esyali-kiralik-daire-17244880/,Eşyalı,1256,57,,,,,,,
685,17244855,29 Nisan 2025,01 Mayıs 2025,Konut,Kiralık,Daire,130 m²,140 m²,4+1,2,4.Kat,4,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Hayır,,Yok,2,,,Genel Fiyat,30.000TL, Sultanbeyli - Mimar Sinan Mahallesi,https://www.emlakjet.com//ilan/mimar-sinan-da-41-kiralik-cati-dubleks-17244855/,Boş,,,,,,,,,
686,17244815,29 Nisan 2025,29 Nisan 2025,Konut,Kiralık,Daire,70 m²,90 m²,2+1,4,8.Kat,12,Kombi Doğalgaz,Boş,,,,Kat İrtifakı,Evet,,Yok,2,,,Genel Fiyat,30.000TL, Sancaktepe - Eyüp Sultan Mahallesi,https://www.emlakjet.com//ilan/sancaktepe-eyup-sultan-da-sitede-balkonlu-21-17244815/,Boş,,,,,,,,,
687,17244783,29 Nisan 2025,02 Mayıs 2025,Konut,Kiralık,Daire,75 m²,80 m²,2+1,5-10,Bahçe Katı,5,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Hayır,15000 TL,,1,,,Genel Fiyat,15.000TL, Esenyurt - Mehterçeşme Mahallesi,https://www.emlakjet.com//ilan/metrobuse-yakin-esenyurt-mehtercesme-mah-21-kiralik-daire-17244783/,,2286,2,,,,,,,
688,17244777,29 Nisan 2025,29 Nisan 2025,Konut,Kiralık,Daire,80 m²,90 m²,2+1,16-20,Bahçe Katı,4,Kombi Doğalgaz,Boş,İkinci El,Betonarme,0 TL,Kooperatiften Tapu,Hayır,18000 TL,Yok,1,Var,1,Genel Fiyat,18.000TL, Ümraniye - Atatürk Mahallesi,https://www.emlakjet.com//ilan/umraniye-ataturk-mahallesi-carsi-metro-yurume-mesafesi-yabanci-ya-bekara-uygun-fiyatli-17244777/,Boş,,,1,Açık Teras,Hayır,5 m²,10 m²,20 m²,6 m²
689,17244731,29 Nisan 2025,29 Nisan 2025,Konut,Kiralık,Daire,65 m²,70 m²,1+1,11-15,Bahçe Katı,4,Kombi Doğalgaz,Boş,,,,Kat İrtifakı,Hayır,,Yok,1,,,Genel Fiyat,13.000TL, Bahçelievler - Zafer Mahallesi,https://www.emlakjet.com//ilan/sweet-home-farki-ile-kiralik-11-daire-17244731/,Boş,,,,,,,,,
690,17244664,29 Nisan 2025,29 Nisan 2025,Konut,Kiralık,Daire,140 m²,143 m²,4+1,11-15,2.Kat,4,Kombi Doğalgaz,Boş,İkinci El,Betonarme,,Arsa Tapulu,Hayır,25000 TL,,1,Var,2,Genel Fiyat,24.000TL, Tuzla - Mimar Sinan Mahallesi,https://www.emlakjet.com//ilan/41-ferah-temiz-2-balkonlu-kiralik-daire-istanbul-tuzla-mimar-sinan-mahallesi-17244664/,Boş,7456,4,2,,,,,,
691,17244520,29 Nisan 2025,29 Nisan 2025,Konut,Kiralık,Daire,68 m²,77 m²,2+1,5-10,2.Kat,7,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Hayır,,Yok,1,,,Genel Fiyat,28.500TL, Kağıthane - Talatpaşa Mahallesi,https://www.emlakjet.com//ilan/talatpasada-metrobuse-10dk-esyali-bakimli-daire-17244520/,Eşyalı,,,,,,,,,
692,17244515,29 Nisan 2025,29 Nisan 2025,Konut,Kiralık,Daire,65 m²,75 m²,1+1,11-15,Yüksek Giriş,6,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Hayır,,Yok,1,,,Genel Fiyat,18.000TL, Kağıthane - Gürsel Mahallesi,https://www.emlakjet.com//ilan/metrobuse-cok-yakin-ici-bakimli-genis-11-17244515/,Boş,,,,,,,,,
693,17244415,29 Nisan 2025,29 Nisan 2025,Konut,Kiralık,Daire,70 m²,75 m²,1+1,21 Ve Üzeri,4.Kat,5,Kombi Doğalgaz,Boş,İkinci El,Betonarme,,Tapu Kaydı Yok,Hayır,16000 TL,Yok,1,Var,1,Genel Fiyat,16.000TL, Bayrampaşa - Muratpaşa Mahallesi,https://www.emlakjet.com//ilan/balcioglundan-muratpasa-mahallesinde-kiralik-11-kombili-ara-kat-daire-17244415/,Boş,,,1,Açık Balkon,Hayır,,,,
694,17244394,29 Nisan 2025,29 Nisan 2025,Konut,Kiralık,Daire,75 m²,80 m²,2+1,16-20,Bahçe Katı,4,Doğalgaz Sobalı,Boş,İkinci El,Betonarme,5 TL,Kooperatiften Tapu,Hayır,20000 TL,Yok,1,Var,1,Genel Fiyat,15.000TL, Ümraniye - Cemil Meriç Mahallesi,https://www.emlakjet.com//ilan/umraniye-cemil-meric-mahallesi-bekara-yabanci-ya-uygun-butceli-dgaz-sobali-17244394/,Boş,,,1,Açık Balkon,Hayır,5 m²,4 m²,20 m²,4 m²
695,17244350,29 Nisan 2025,29 Nisan 2025,Konut,Kiralık,Daire,95 m²,115 m²,2+1,5-10,Yüksek Giriş,4,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Hayır,,,2,Yok,2,Genel Fiyat,20.000TL, Esenyurt - Mehterçeşme Mahallesi,https://www.emlakjet.com//ilan/metrobuse-yakin-21-kiralik-daire-17244350/,Boş,1456,3,,,Evet,,,,
696,17244135,29 Nisan 2025,29 Nisan 2025,Konut,Kiralık,Daire,90 m²,100 m²,2+1,5-10,1.Kat,4,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Evet,,Yok,1,,,Genel Fiyat,26.000TL, Beylikdüzü - Adnan Kahveci Mahallesi,https://www.emlakjet.com//ilan/beylikduzu-adnan-kahveci-safir-residence-kiralik-temiz-21-daire-17244135/,Boş,,,,,,,,,
697,17244124,29 Nisan 2025,29 Nisan 2025,Konut,Kiralık,Daire,65 m²,75 m²,1+1,5-10,2.Kat,4,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Hayır,,Yok,1,,,Genel Fiyat,40.000TL, Ümraniye - Atatürk Mahallesi,https://www.emlakjet.com//ilan/full-esyali-yeni-daire-17244124/,Eşyalı,,,,,,,,,
698,17243949,29 Nisan 2025,29 Nisan 2025,Konut,Kiralık,Daire,75 m²,95 m²,2+1,5-10,2.Kat,7,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Evet,,,2,,,Genel Fiyat,38.000TL, Çekmeköy - Soğukpınar Mahallesi,https://www.emlakjet.com//ilan/cekmekoy-ns-lidya-flats-sitesinde-kiralik-21-esyali-daire-17243949/,,,875,,,,,,,
699,17243904,29 Nisan 2025,29 Nisan 2025,Konut,Kiralık,Daire,120 m²,130 m²,2+1,4,Bahçe Dublex,5,Kombi Doğalgaz,Boş,,,0 TL,Kooperatiften Tapu,Hayır,50000 TL,,2,,,Genel Fiyat,25.000TL, Sultangazi - Cebeci Mahallesi,https://www.emlakjet.com//ilan/baykal-ins-cebeci-mah-kiralik-ters-dublex-17243904/,,,,,,,,,,
700,17243894,29 Nisan 2025,29 Nisan 2025,Konut,Kiralık,Daire,135 m²,160 m²,3+1,21 Ve Üzeri,4.Kat,5,Kombi Doğalgaz,Boş,İkinci El,Betonarme,,Kat Mülkiyeti,Hayır,45000 TL,,1,Var,,Genel Fiyat,45.000TL, Beyoğlu - Sütlüce Mahallesi,https://www.emlakjet.com//ilan/halicioglu-esyali-kiralik-daire-17243894/,Eşyalı,2731,3,1,Açık Balkon,,,,,
701,17243874,29 Nisan 2025,29 Nisan 2025,Konut,Kiralık,Daire,100 m²,120 m²,2+1,21 Ve Üzeri,3.Kat,6,Merkezi Doğalgaz,Boş,,,,Kat Mülkiyeti,Hayır,,Yok,2,,,Genel Fiyat,90.000TL, Beyoğlu - Pürtelaş Hasan Efendi Mahallesi,https://www.emlakjet.com//ilan/cihangirde-bogaz-manzarali-buyuk-salonu-olan-21-arakat-17243874/,Eşyalı,,,,,,,,,
702,17243854,29 Nisan 2025,29 Nisan 2025,Konut,Kiralık,Daire,65 m²,70 m²,2+1,21 Ve Üzeri,5.Kat,5,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Hayır,,Yok,1,,,Genel Fiyat,40.000TL, Beyoğlu - Tomtom Mahallesi,https://www.emlakjet.com//ilan/tom-tom-da-mustakil-terasli-full-esyali-sik-21-17243854/,Eşyalı,,,,,,,,,
703,17243806,29 Nisan 2025,29 Nisan 2025,Konut,Kiralık,Daire,100 m²,110 m²,2+1,5-10,1.Kat,4,Kombi Doğalgaz,Boş,,,,Kat İrtifakı,Hayır,,,2,,,Genel Fiyat,25.000TL, Sultangazi - İsmetpaşa Mahallesi,https://www.emlakjet.com//ilan/lale-yapi-dan-i-pasa-mah-21-110m-yeni-bina-ebeven-banyolu-caddeye-yakin-kiralik-1-kat-daire-17243806/,,3995,35,,,,,,,
704,17243801,29 Nisan 2025,02 Mayıs 2025,Konut,Kiralık,Daire,70 m²,80 m²,2+1,16-20,Düz Giriş (Zemin),5,Kombi Doğalgaz,Boş,,,,Kat İrtifakı,Hayır,,,2,,,Genel Fiyat,26.000TL, Ümraniye - İstiklal Mahallesi,https://www.emlakjet.com//ilan/umraniye-istiklal-de-21-kiralik-daire-17243801/,,436,14,,,,,,,
705,17243736,29 Nisan 2025,04 Mayıs 2025,Konut,Kiralık,Daire,95 m²,100 m²,2+1,5-10,3.Kat,6,Kombi Doğalgaz,Boş,,,300 TL,Tapu Kaydı Yok,Hayır,15000 TL,,2,Var,,Genel Fiyat,15.000TL, Esenyurt - Süleymaniye Mahallesi,https://www.emlakjet.com//ilan/suleymaniye-mh-21-kiralik-arakat-17243736/,,,,,,,,,,
706,17243489,29 Nisan 2025,29 Nisan 2025,Konut,Kiralık,Daire,120 m²,130 m²,3+1,21 Ve Üzeri,4.Kat,5,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Hayır,,Yok,2,,,Genel Fiyat,37.000TL, Küçükçekmece - Cennet Mahallesi,https://www.emlakjet.com//ilan/cennet-mah-esyali-kiralik-buyuk-31-metrobus-yakin-konumda-17243489/,Eşyalı,,,,,,,,,
707,17243484,29 Nisan 2025,29 Nisan 2025,Konut,Kiralık,Daire,79 m²,119 m²,2+1,2,8.Kat,15,Yerden Isıtma,Boş,,,,Kat Mülkiyeti,Evet,,Yok,2,,,Genel Fiyat,65.000TL, Bahçelievler - Bahçelievler Mahallesi,https://www.emlakjet.com//ilan/sevcan-remax-nef-bahcelievler-esyali-bakimli-rams-garden-ormanmz-17243484/,Eşyalı,,,,,,,,,
708,17243363,29 Nisan 2025,29 Nisan 2025,Konut,Kiralık,Daire,75 m²,85 m²,2+1,11-15,2.Kat,5,Kombi Doğalgaz,Boş,İkinci El,Betonarme,,Kat Mülkiyeti,Hayır,,Yok,1,Yok,1,Genel Fiyat,25.000TL, Kağıthane - Çeliktepe Mahallesi,https://www.emlakjet.com//ilan/4-levent-metroya-10-dakika-ara-kat-21-kiralik-daire-17243363/,Boş,9670,2,,,Hayır,,,,
709,17243191,29 Nisan 2025,29 Nisan 2025,Konut,Kiralık,Daire,70 m²,80 m²,2+1,21 Ve Üzeri,3.Kat,5,Kombi Doğalgaz,Boş,İkinci El,Betonarme,150 TL,Hisseli Tapu,Hayır,22000 TL,Yok,1,Var,1,Genel Fiyat,22.000TL, Şişli - Mecidiyeköy Mahallesi,https://www.emlakjet.com//ilan/acil-ana-cadde-uzerinde-genis-ferah-21-firsat-kiralik-daire-17243191/,Boş,9126,15,1,Fransız Balkon,Hayır,,,,
710,17243155,29 Nisan 2025,29 Nisan 2025,Konut,Kiralık,Daire,125 m²,140 m²,3+1,5-10,2.Kat,4,Kombi Doğalgaz,Boş,,,,Kooperatiften Tapu,Hayır,,,1,,,Genel Fiyat,33.000TL, Ümraniye - Çamlık Mahallesi,https://www.emlakjet.com//ilan/kiralik-ikbal-caddesi-turbe-sokak-daire-17243155/,,,,,,,,,,
711,17243020,29 Nisan 2025,29 Nisan 2025,Konut,Kiralık,Daire,60 m²,65 m²,2+1,16-20,2.Kat,9,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Hayır,,,1,,,Genel Fiyat,20.000TL, Başakşehir - Bahçeşehir 2. Kısım Mahallesi,https://www.emlakjet.com//ilan/polat-emlak-dan-kiptas-3-21-kiralik-bos-daire-17243020/,,414,3,,,,,,,
712,17242754,29 Nisan 2025,02 Mayıs 2025,Konut,Kiralık,Daire,75 m²,85 m²,2+1,2,Düz Giriş (Zemin),4,Kombi Doğalgaz,Boş,Sıfır,Betonarme,,Kat Mülkiyeti,Hayır,17500 TL,,1,Var,,Genel Fiyat,17.500TL, Başakşehir - Altınşehir Mahallesi,https://www.emlakjet.com//ilan/altinsehir-de-kiralik-21-85m2-meydan-konumlu-daire-eray-insaat-emlak-17242754/,,,4412,,,Evet,,,,
713,17242734,29 Nisan 2025,29 Nisan 2025,Konut,Kiralık,Daire,80 m²,81 m²,2+1,16-20,4.Kat,5,Kombi Doğalgaz,Boş,,,200 TL,Kat İrtifakı,Hayır,30000 TL,,1,,,Genel Fiyat,30.000TL, Bayrampaşa - Kartaltepe Mahallesi,https://www.emlakjet.com//ilan/es-emlaktan-bayrampasa-kartaltepe-mah-esyali-daire-17242734/,Eşyalı,null,14814,,,,,,,
714,17242386,29 Nisan 2025,29 Nisan 2025,Konut,Kiralık,Daire,65 m²,85 m²,2+1,5-10,Yüksek Giriş,5,Kombi Doğalgaz,Boş,İkinci El,Betonarme,,Kat Mülkiyeti,Evet,,,1,Var,1,Genel Fiyat,17.000TL, Çatalca - Ferhatpaşa Mahallesi,https://www.emlakjet.com//ilan/premar-dan-leylak-bloklari-kiralik-giris-kat-daire-17242386/,Boş,122,1,1,Kapalı Balkon,Evet,,,,
715,17242253,29 Nisan 2025,29 Nisan 2025,Konut,Kiralık,Daire,120 m²,130 m²,4+1,5-10,Yüksek Giriş,4,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Hayır,,,2,,,Genel Fiyat,20.000TL, Sancaktepe - Akpınar Mahallesi,https://www.emlakjet.com//ilan/akpinar-da-41-kiralik-yeni-daire-17242253/,,7593,4,,,,,,,
716,17242222,29 Nisan 2025,03 Mayıs 2025,Konut,Kiralık,Daire,130 m²,140 m²,3+1,16-20,4.Kat,4,Kombi Doğalgaz,Boş,İkinci El,Betonarme,0 TL,Kooperatiften Tapu,Hayır,33000 TL,Yok,2,Var,2,Genel Fiyat,33.000TL, Ümraniye - Armağanevler Mahallesi,https://www.emlakjet.com//ilan/umraniye-camlik-cakmak-armaganevler-kiralik-daire-metro-yurume-mesafesi-temiz-daire-31-yabanciya-17242222/,Boş,,,2,Açık Balkon,Hayır,5 m²,10 m²,30 m²,9 m²
717,17242121,29 Nisan 2025,04 Mayıs 2025,Konut,Kiralık,Daire,80 m²,85 m²,1+1,21 Ve Üzeri,1.Kat,4,Kombi Doğalgaz,Boş,,Betonarme,1000 TL,Arsa Tapulu,Hayır,55000 TL,Yok,1,Var,1,Genel Fiyat,55.000TL, Sarıyer - İstinye Mahallesi,https://www.emlakjet.com//ilan/istinye-sahile-adim-mesafede-11-ozel-yapim-balkonlu-manzarali-17242121/,Boş,1076,127,3,"Açık Balkon, Kapalı Balkon",Hayır,,,,
